Experiment,Subject,ID,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion,PrimeResponse,PrimeResponseRT,PrimeResp_ACC,RTRecognisePrime,RTRecogniseTarget,PrimeDef.RESP,PrimeFirstResp_ACC,PrimeDef.RT
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,65,c o n t r a c t ,U,63,S i c i l y ,scicly{SPACE},7505,1,1546,sicily{SPACE},2919,1,,contract{SPACE},2922,,1592,2091,{SPACE},0,17178
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,28,D e v i l,U,64,S k y w a l k e r,luke{SPACE},5966,1,1820,skywalker{SPACE},3076,0,,devil{SPACE},1824,,1630,3285,devil{SPACE},1,3758
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,15,d e f e c t ,U,65,s u r r o g a t e,{SPACE},6569,3,5618,surrogate{SPACE},3202,0,,deficit{SPACE},3311,,2929,2999,defecit{SPACE},1,9574
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,21,d e l e t e ,U,66,T h o r e a u,emerson{SPACE},7109,1,6235,thoreau{SPACE},2740,0,,delete{SPACE},5179,,1578,7928,delete{SPACE},1,5594
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,42,m e n t i o n,U,67,t i c,tic{SPACE},6666,1,1809,tic{SPACE},1104,1,,mention{SPACE},3246,,2928,2231,refer{SPACE},0,9275
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,41,T y l e r,U,68,t s u n a m i,psunomi{SPACE},11772,1,3520,tsuami{SPACE},2647,1,,tyler{SPACE},5203,,3350,3952,{SPACE},0,3909
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,36,p e r j u r y,U,69,T u r i n g ,{SPACE},4787,2,1547,turing{SPACE},2305,0,,perjury{SPACE},2277,,2619,3647,{SPACE},0,9172
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,51,v e r b o s e,U,70,W a t s o n ,watkins{SPACE},5596,2,1543,watkins{SPACE},3065,0,,verbose{SPACE},3214,,3428,1990,superflous{SPACE},0,9261
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,31,G a n d h i ,U,71,W a y n e,bruce{SPACE},4640,1,2765,wayne{SPACE},1853,0,,ghandi{SPACE},2604,,2161,3943,ghandi{SPACE},1,10589
PrimeRetrievalOA,25PrimeRetrievalOA,25,S1,17,s p a r s e ,U,72,Y e l l o w s t o n e,{SPACE},4423,1,2364,yellowstone{SPACE},3973,0,,sparse{SPACE},1982,,3145,3170,{SPACE},0,6764
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,41,r e s i g n ,R,1,a b d i c a t e ,2{SPACE},5079,2,1637,abocate{SPACE},6241,0,,gn{SPACE},5546,,9288,4779,2{SPACE},0,6341
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,4,n a t i v e ,R,2,a b o r i g i n e,{SPACE},6259,2,904,gine{SPACE},2955,0,,native{SPACE},10018,,2586,9288,native{SPACE},1,11605
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,51,r e f u s e ,R,3,a b s t a i n,22{SPACE},10712,2,2209,abastain{SPACE},11658,0,,refuse{SPACE},15875,,3402,4674,2{SPACE},0,5704
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,44,c o n d o n e,R,4,a d v o c a t e ,2{SPACE},5303,2,1388,cate{SPACE},3740,0,,{SPACE},2977,,9288,9288,2{SPACE},0,4508
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,43,B r o n t e ,R,5,A l c o t t ,alcott{SPACE},9668,1,1874,alcott{SPACE},5298,1,,bronte{SPACE},7533,,8520,9288,2{SPACE},0,2813
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,61,m i s p l a c e ,R,6,a n a c h r o n i s m,2{SPACE},10156,2,1178,{SPACE},3537,0,,misplace{SPACE},9266,,3619,7925,mislay{SPACE},0,12092
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,28,p u z z l e ,R,7,a n a g r a m,2{SPACE},6384,2,1649,nagram{SPACE},6824,0,,puzzle{SPACE},11158,,5286,9288,puzzle{SPACE},1,15854
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,6,H i m a l a y a s,R,8,A n d e s,alps{SPACE},9894,1,2284,ndes{SPACE},4525,0,,s{SPACE},1684,,9288,9288,{SPACE},0,3467
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,5,C i n d e r e l l a ,R,9,A u r o r a ,snow,11556,1,21891,ura{SPACE},6589,0,,a{SPACE},803,,9288,9288,2{SPACE},0,12484
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,18,V i e t n a m,R,10,B a n g k o k,1{SPACE},6569,2,2820,kok{SPACE},3028,0,,{SPACE},676,,9288,9288,2{SPACE},0,6749
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,49,t a r i f f ,R,11,b a r t e r ,barter{SPACE},14375,1,2338,barter{SPACE},5041,1,,tariff{SPACE},10322,,5763,2587,tariff{SPACE},1,9017
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,67,M e s s i,R,12,B e c k h a m,2{SPACE},5812,2,1080,BECKEM{SPACE},8721,0,,MESSI{SPACE},5345,,6326,2166,2{SPACE},0,4812
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,24,e q u a t i o n ,R,13,b i n o m i a l ,2{SPACE},5761,2,1768,binomal{SPACE},7739,0,,qequsion{SPACE},35776,,9288,9288,{F2}{SPACE},0,9318
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,15,s k e l e t o n ,R,14,c a r c a s s,skelton{SPACE},14168,1,1770,carus{SPACE},6724,0,,o{SPACE},8086,,2205,2385,2{SPACE},0,6439
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,66,R o w l i n g,R,15,C a r r o l l,2{SPACE},4375,2,894,ca{CAPSLOCK}RROLL{SPACE},6839,0,,rokling{SPACE},6177,,2782,3223,2{SPACE},0,8892
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,3,g e c k o,R,16,c h a m e l e o n,{SPACE},7075,2,1964,n{SPACE},650,0,,geeko{SPACE},9804,,2194,9288,geecko{SPACE},1,13773
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,22,T h a t c h e r ,R,17,C h u r c h i l l,2{SPACE},5758,2,1844,{SPACE},4358,0,,{SPACE},167,,9288,840,2{SPACE},0,6088
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,19,S a w y e r ,R,18,C l e m e n s,1{SPACE},5175,2,1794,{SPACE},917,0,,r{SPACE},540,,9288,9288,2{SPACE},0,10155
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,65,C o n g r e s s ,P,19,c o n g r u e n t,dup,14720,2,6242,congretute{SPACE},8367,0,,congress{SPACE},9038,,4134,5260,2{SPACE},0,5493
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,14,C o b a i n ,P,20,C o n n e r y,2{SPACE},6709,2,2970,2{SPACE},6420,0,,coban{SPACE},8660,,9012,838,2{SPACE},0,4446
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,76,c o n v e n i e n t ,P,21,c o v e n a n t ,OATH{SPACE},9594,2,2859,COVENANT{SPACE},7050,0,,CONVENIENT{SPACE},11336,,3673,4224,SIMPLE{SPACE},0,9100
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,36,d a w n ,P,22,D a n t e,2{SPACE},4574,2,5260,dante{SPACE},4882,0,,dawn{SPACE},4774,,5351,5380,1{SPACE},0,7402
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,50,d i f f i c u l t,P,23,d e f a u l t,2{SPACE},5554,2,1422,default{SPACE},18056,0,,difficult{SPACE},5789,,3694,2692,2{SPACE},0,6019
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,64,d e p t h,P,24,d e p l e t e,2{SPACE},10844,2,1041,deplete{SPACE},9633,0,,o{SPACE},7757,,2212,3815,depth{SPACE},1,15747
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,60,d i g e s t ,P,25,d i v e r g e,2{SPACE},7898,2,1510,diverge{SPACE},8695,0,,digest{SPACE},7274,,1924,4271,digest{SPACE},1,17258
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,27,e c s t a t i c ,P,26,e c c e n t r i c,2{SPACE},5956,2,1732,ric{SPACE},2650,0,,c{SPACE},1764,,9288,9288,joyful{SPACE},0,10860
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,23,e x e r c i s e ,P,27,e x o r c i s m ,2{SPACE},8192,2,3793,ism{SPACE},2607,0,,{SPACE},3119,,9288,9288,exwecise{SPACE},1,14717
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,73,F a h r e n h e i t ,P,28,F a r a d a y,2{SPACE},7084,2,1364,FARADAY{SPACE},5434,0,,FARENTHEIGHT{SPACE},12779,,3643,4756,2{SPACE},0,4989
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,30,f o l d i n g,P,29,f o l i a g e,foliage{SPACE},12280,1,3052,foliage{SPACE},7398,1,,folding{SPACE},8665,,5739,3337,fold{SPACE},1,7665
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,2,g a r n i s h,P,30,G a r l a n d,,0,2,8073,{SPACE},260,0,,garnish{SPACE},10205,,3646,9288,icing{SPACE},0,19581
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,21,g o b l i n ,P,31,g o s l i n g,gander{SPACE},11742,1,2661,ling{SPACE},2906,0,,goblin{SPACE},7810,,8326,9288,troll{SPACE},0,11678
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,33,h a n d l e ,P,32,H a n c o c k,2{SPACE},7347,2,1810,{SPACE},6497,0,,ndle{SPACE},5526,,9288,934,ct{SPACE},0,2907
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,48,h a n d k e r c h i e f ,P,33,H e l s i n k i ,hwelsin,13148,1,12381,helinski{SPACE},7882,0,,hanky{SPACE},7990,,2140,5488,hanky{SPACE},1,13632
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,10,h o l l y,P,34,h o i s t,hoist{SPACE},13350,1,2036,hoist{SPACE},9280,1,,holly{SPACE},6077,,6955,5777,2{SPACE},0,15806
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,54,h y m n ,P,35,H u s s e i n,2{SPACE},4865,2,1079,hussein{SPACE},7995,0,,hymn{SPACE},5060,,2636,5439,hymn{SPACE},1,13100
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,68,i d i o t,P,36,i d i o s y n c r a s y ,2{SPACE},5764,2,1450,IDOSYINCOISY{SPACE},15414,0,,IDIOT{SPACE},5063,,2954,8415,2{SPACE},0,5143
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,32,i n t e r f e r e,B,37,i n t e r j e c t,2{SPACE},5039,2,2239,e{SPACE},1139,0,,er{SPACE},1394,,9288,9288,2{SPACE},0,5371
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,63,J a c k s o n,B,38,J a g g e r ,jager{SPACE},11629,1,1495,jagger{SPACE},4230,1,,jackson{SPACE},5139,,2916,5202,jackson{SPACE},1,11718
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,40,l i t i g a t e ,B,39,l i b e l,2{SPACE},7057,2,1578,libel{SPACE},5225,0,,ate{SPACE},3203,,9288,6885,2{SPACE},0,7892
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,75,l a c o n i c,B,40,l o q u a c i o u s ,2{SPACE},4352,2,952,LAQUOCIOUS{SPACE},10421,0,,LACONIC{SPACE},6849,,5329,6217,2{SPACE},0,4149
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,12,M e n d e l ,B,41,M a n d e l a,2{SPACE},8231,2,2552,dela{SPACE},2913,0,,mendel{SPACE},7902,,2978,9288,darwin{SPACE},0,13869
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,57,m i n i m u m,B,42,m e a g e r ,2{SPACE},5949,2,1773,meager{SPACE},5583,0,,minumun{SPACE},7625,,3723,3929,2{SPACE},0,5536
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,7,M c C a r t n e y,B,43,M e r c u r y,{SPACE},9118,2,1871,ury{SPACE},1807,0,,arthy{SPACE},3648,,9288,9288,meearty{SPACE},0,21614
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,74,M e l v i l l e ,B,44,M i l l e r ,2{SPACE},2816,2,1244,MILLER{SPACE},4909,0,,MEHVILLE{SPACE},4709,,3253,5341,2{SPACE},0,3759
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,29,m a s h ,B,45,m i n c e,2{SPACE},6498,2,1662,o{SPACE},4375,0,,mash{SPACE},5061,,4267,807,mash{SPACE},1,7211
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,52,m o n o g a m y ,B,46,m o n o t o n y ,2{SPACE},8463,2,1511,monoty{SPACE},6681,0,,monamany{SPACE},6665,,6303,5487,monomy{SPACE},1,13027
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,45,M a d o n n a,B,47,M o n r o e ,monroe{SPACE},13916,1,1287,monroe{SPACE},7031,1,,monadonna{SPACE},7691,,3676,6817,madonna{SPACE},1,11755
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,62,N i l e ,B,48,N a i r o b i,2{SPACE},7169,2,1719,narobi{SPACE},7068,0,,{SPACE},38,,7371,5807,2{SPACE},0,5289
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,9,n e u t r a l i z e ,B,49,n u l l i f y,2{SPACE},9254,2,5443,y{SPACE},5767,0,,ize{SPACE},2729,,9288,9288,2{SPACE},0,4781
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,17,N a z i s,B,50,N u r e m b e r g,1{SPACE},10096,2,3086,ber{SPACE},2597,0,,zis{SPACE},8970,,9288,9288,volk{SPACE},0,17400
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,26,o p a q u e ,B,51,o b s c u r e,2{SPACE},6601,2,1827,o{SPACE},4288,0,,ue{SPACE},3013,,9288,982,2{SPACE},0,5789
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,42,o m n i s c i e n t ,B,52,o m n i p o t e n t ,2{SPACE},5106,2,1198,o{SPACE},3191,0,,o{SPACE},1877,,9288,791,2{SPACE},0,5788
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,25,o b v i o u s,B,53,o s t e n t a t i o u s ,2{SPACE},5223,2,1760,entious{SPACE},7123,0,,uous{SPACE},8662,,9288,9288,easy{SPACE},0,7663
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,53,O s a m a,B,54,O s w a l d ,oswald{SPACE},10782,1,2357,oswald{SPACE},6623,1,,osama{SPACE},6351,,4976,3197,2{SPACE},0,5589
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,31,a n a c o n d a ,U,55,O t t a w a ,quebec{SPACE},10246,1,2657,{SPACE},4236,0,,onda{SPACE},3508,,9288,5972,2{SPACE},0,6616
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,34,a n d r o i d,U,56,p a n a c e a,2{SPACE},9975,2,1595,pancea{SPACE},5685,0,,d{SPACE},658,,9288,6716,2{SPACE},0,4723
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,8,A u s t r a l i a,U,57,p a r a g o n,1{SPACE},8467,2,2475,gon{SPACE},1735,0,,tralia{SPACE},4747,,9288,9288,australia{SPACE},1,21344
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,11,b a n i s t e r ,U,58,p o l y g a m y ,biogy{SPACE},13778,1,1730,{SPACE},1256,0,,nnister{SPACE},6587,,9288,9288,rail{SPACE},0,10189
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,16,b a r t e n d e r,U,59,p r e c o c i o u s ,preci,14784,1,7362,ious{SPACE},3111,0,,bartender{SPACE},10745,,6953,9288,bartender{SPACE},1,11163
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,69,B e c k e t t,U,60,p r o p h e c y ,2{SPACE},6008,2,1733,{SPACE},2761,0,,BECKETT{SPACE},6708,,2801,9288,2{SPACE},0,4752
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,55,d i f f e r ,U,61,S e o u l,2{SPACE},4891,2,784,seoul{SPACE},5868,0,,different{SPACE},7557,,4301,4160,2{SPACE},0,4810
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,70,e r r a t i c,U,62,S h a w ,2{SPACE},3642,2,1434,{SPACE},3720,0,,ERRATIC{SPACE},6030,,3445,875,2{SPACE},0,4140
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,47,e x i l e,U,63,S i c i l y ,2{SPACE},6578,2,828,sicily{SPACE},6117,0,,excile{SPACE},7581,,4226,5218,2{SPACE},0,5594
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,38,F e y n m a n,U,64,S k y w a l k e r,2{SPACE},5464,2,1032,{SPACE},1382,0,,feyman{SPACE},11034,,7288,871,enstein{SPACE},0,15668
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,71,f o r e s t ,U,65,s u r r o g a t e,SURROGATE{SPACE},9870,1,2694,GGET{SPACE},3098,1,,FOREST{SPACE},4627,,2588,9288,2{SPACE},0,3914
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,13,G a r n e r ,U,66,T h o r e a u,eillo,14789,2,3910,ru{SPACE},3443,0,,{SPACE},8,,9288,9288,{SPACE},0,10333
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,35,B o w i e,U,67,t i c,tic{SPACE},10353,1,2471,tic{SPACE},5859,1,,bowie{SPACE},5856,,7300,6746,2{SPACE},0,5283
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,46,S h a k e s p e a r e,U,68,t s u n a m i,sumia{SPACE},9850,1,1330,sunimia{SPACE},7384,0,,shakspere{SPACE},8435,,4217,3805,shakespher{SPACE},1,19091
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,37,g r a t e,U,69,T u r i n g ,2{SPACE},5608,2,1652,{SPACE},5376,0,,grate{SPACE},11333,,3137,701,grate{SPACE},1,10619
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,56,i n v a r i a b l e ,U,70,W a t s o n ,2{SPACE},8401,2,1883,watson{SPACE},6016,0,,invariable{SPACE},10596,,6882,8824,2{SPACE},0,5795
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,59,H o u s t o n,U,71,W a y n e,kent{SPACE},9564,1,2301,kent{SPACE},11034,0,,houston{SPACE},7690,,8818,9288,2{SPACE},0,4770
PrimeRetrievalOA,26PrimeRetrievalOA,26,S2,72,M a d a g a s c a r ,U,72,Y e l l o w s t o n e,2{SPACE},6382,2,1758,YELLOWSTONE{SPACE},8632,0,,MAGASCER{SPACE},5769,,6419,4172,2{SPACE},0,7629
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,7,r e s i g n ,R,1,a b d i c a t e ,a,11016,2,17784,abducate{SPACE},11631,0,,resign{SPACE},11883,,2234,5227,resign{SPACE},1,12557
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,67,n a t i v e ,R,2,a b o r i g i n e,abakl,14444,1,7075,{SPACE},2941,0,,{SPACE},920,,575,2311,{SPACE},0,15008
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,73,r e f u s e ,R,3,a b s t a i n,{SPACE},3760,2,1681,{SPACE},795,0,,{SPACE},1623,,4969,1178,denigh{SPACE},0,20179
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,37,c o n d o n e,R,4,a d v o c a t e ,{SPACE},446,2,1421,{SPACE},2167,0,,{SPACE},432,,849,798,{SPACE},0,4596
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,17,B r o n t e ,R,5,A l c o t t ,macot{SPACE},13891,1,2037,aklcott{SPACE},15815,0,,{SPACE},1692,,3159,9288,{SPACE},0,1427
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,68,m i s p l a c e ,R,6,a n a c h r o n i s m,{SPACE},6376,2,1501,{SPACE},604,0,,{SPACE},1714,,4223,1053,absenmind{SPACE},0,35484
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,10,p u z z l e ,R,7,a n a g r a m,{SPACE},10727,3,14832,{SPACE},2955,0,,{SPACE},1298,,2092,2800,{SPACE},0,5599
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,18,H i m a l a y a s,R,8,A n d e s,{SPACE},2304,2,2767,{SPACE},638,0,,{SPACE},1106,,8409,615,{SPACE},0,1822
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,16,C i n d e r e l l a ,R,9,A u r o r a ,{SPACE},6493,2,1734,{SPACE},929,0,,cenderla{SPACE},16105,,2764,717,cinderla{SPACE},1,18105
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,53,V i e t n a m,R,10,B a n g k o k,{SPACE},5824,2,1627,{SPACE},754,0,,{SPACE},4791,,9288,1317,{SPACE},0,464
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,35,t a r i f f ,R,11,b a r t e r ,{SPACE},479,2,2213,{SPACE},184,0,,{SPACE},915,,3957,9288,excise{SPACE},0,20758
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,21,M e s s i,R,12,B e c k h a m,{SPACE},698,2,2766,{SPACE},1624,0,,{SPACE},352,,958,758,{SPACE},0,3537
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,55,e q u a t i o n ,R,13,b i n o m i a l ,{SPACE},1245,2,1901,{SPACE},1039,0,,{SPACE},680,,1007,965,{SPACE},0,5076
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,59,s k e l e t o n ,R,14,c a r c a s s,corcus,14372,1,2396,{SPACE},1048,1,,{SPACE},1211,,3116,3771,{SPACE},0,6030
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,41,R o w l i n g,R,15,C a r r o l l,{SPACE},2768,1,2350,{SPACE},1531,0,,{SPACE},1165,,988,877,{SPACE},0,6121
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,42,g e c k o,R,16,c h a m e l e o n,{SPACE},6379,2,4008,{SPACE},1168,0,,ecko{SPACE},6623,,9288,7816,{SPACE},0,3126
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,75,T h a t c h e r ,R,17,C h u r c h i l l,churh,13607,1,6758,{SPACE},718,0,,{SPACE},873,,2706,2072,thacher{SPACE},1,21936
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,22,S a w y e r ,R,18,C l e m e n s,{SPACE},436,2,2131,{SPACE},1177,0,,{SPACE},280,,543,858,{SPACE},0,6375
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,23,C o n g r e s s ,P,19,c o n g r u e n t,{SPACE},6778,2,1769,{SPACE},405,0,,congre3ss{SPACE},9125,,3618,1046,congress{SPACE},1,28786
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,69,C o b a i n ,P,20,C o n n e r y,,0,1,30824,connely{SPACE},9297,0,,{SPACE},542,,1363,6809,{SPACE},0,3787
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,4,c o n v e n i e n t ,P,21,c o v e n a n t ,{SPACE},296,1,3628,{SPACE},3683,0,,lasy{SPACE},4965,,863,9288,lasy{SPACE},0,22537
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,12,d a w n ,P,22,D a n t e,{SPACE},5087,2,5061,{SPACE},1417,0,,{SPACE},1338,,1568,718,dawn{SPACE},1,16804
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,63,d i f f i c u l t,P,23,d e f a u l t,{SPACE},507,2,2111,{SPACE},698,0,,{SPACE},586,,852,527,{SPACE},0,4832
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,49,d e p t h,P,24,d e p l e t e,{SPACE},256,2,2270,{SPACE},1137,0,,{SPACE},808,,3937,967,lenght{SPACE},0,22565
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,64,d i g e s t ,P,25,d i v e r g e,{SPACE},4367,2,2152,{SPACE},1102,0,,digest{SPACE},10094,,2088,814,digest{SPACE},1,15149
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,62,e c s t a t i c ,P,26,e c c e n t r i c,{SPACE},2559,2,1669,{SPACE},3012,0,,{SPACE},1039,,807,1079,{SPACE},0,4665
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,52,e x e r c i s e ,P,27,e x o r c i s m ,{SPACE},6672,2,2130,{SPACE},1091,0,,exersize{SPACE},22809,,3872,1810,workout{SPACE},0,12853
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,25,F a h r e n h e i t ,P,28,F a r a d a y,{SPACE},547,2,1838,{SPACE},229,0,,{SPACE},321,,875,680,{SPACE},0,3617
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,38,f o l d i n g,P,29,f o l i a g e,{SPACE},4131,2,1590,{SPACE},4958,0,,fold{SPACE},15528,,9288,881,{SPACE},0,715
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,51,g a r n i s h,P,30,G a r l a n d,garland,13781,1,1877,{SPACE},4506,1,,{SPACE},847,,2596,2399,icing{SPACE},0,15527
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,48,g o b l i n ,P,31,g o s l i n g,gander{SPACE},12669,1,2324,{SPACE},4242,0,,lin{SPACE},2284,,9288,4263,{SPACE},0,279
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,32,h a n d l e ,P,32,H a n c o c k,{SPACE},5935,2,1790,{SPACE},1239,0,,handle{SPACE},7085,,8919,674,{SPACE},0,290
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,28,h a n d k e r c h i e f ,P,33,H e l s i n k i ,hel,12778,1,20986,helske{SPACE},20231,0,,hankerchef{SPACE},16684,,3176,3737,hankerchef{SPACE},1,26382
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,65,h o l l y,P,34,h o i s t,{SPACE},329,2,1812,{SPACE},1445,0,,{SPACE},642,,4905,671,regth{SPACE},0,25010
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,8,h y m n ,P,35,H u s s e i n,hus,11146,1,10978,hussen{SPACE},13898,0,,grace{SPACE},5575,,1996,3940,grace{SPACE},0,14156
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,43,i d i o t,P,36,i d i o s y n c r a s y ,{SPACE},5437,2,2174,{SPACE},1158,0,,idiot{SPACE},15813,,5333,939,moran{SPACE},0,21713
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,24,i n t e r f e r e,B,37,i n t e r j e c t,{SPACE},7368,2,1608,{SPACE},693,0,,{SPACE},1631,,524,739,{SPACE},0,203
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,11,J a c k s o n,B,38,J a g g e r ,{SPACE},6101,2,4997,{SPACE},1395,0,,jackson{SPACE},11240,,2631,3449,jackson{SPACE},1,18457
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,6,l i t i g a t e ,B,39,l i b e l,lie{SPACE},14692,2,5806,{SPACE},2302,0,,{SPACE},813,,871,4909,{SPACE},0,20122
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,27,l a c o n i c,B,40,l o q u a c i o u s ,{SPACE},515,2,2599,{SPACE},1813,0,,{SPACE},1185,,892,2070,{SPACE},0,4973
PrimeRetrievalOA,27PrimeRetrievalOA,27,S3,61,M e n d e l ,B,41,M a n d e l a,{ENTER}mendela,14515,1,3355,{SPACE},1109,1,,{SPACE},928,,874,571,{SPACE},0,3042
